Predicted_Prob,Credit_Score,Score_Tier
0.2822756756534856,695,Good
0.1319923875795238,777,Very Good
0.18474155905002396,748,Very Good
0.15104390719511704,767,Very Good
0.39445568456098956,633,Fair
0.06229107723540171,816,Exceptional
0.05288825797498236,821,Exceptional
0.11569841123994254,786,Very Good
0.16474308169343002,759,Very Good
0.1268083703143563,780,Very Good
0.08338594147242566,804,Exceptional
0.27521375967098455,699,Good
0.08867160497751568,801,Exceptional
0.07814031954222504,807,Exceptional
0.7569920294710107,434,Very Poor
0.8185578246686371,400,Very Poor
0.1076858716354767,791,Very Good
0.15742780253535102,763,Very Good
0.16678136716051853,758,Very Good
0.12529193077183312,781,Very Good
0.12414262133936296,782,Very Good
0.09637650853496575,797,Very Good
0.07533599805848187,809,Exceptional
0.1160429479335626,786,Very Good
0.2264774203514918,725,Good
0.10869946871032941,790,Very Good
0.06583586940364473,814,Exceptional
0.20463253060196246,737,Good
0.14106637863744848,772,Very Good
0.6587290002225735,488,Very Poor
0.11052806843704763,789,Very Good
0.1364363728309109,775,Very Good
0.17322228776747112,755,Very Good
0.14437009324728312,771,Very Good
0.39059555508870014,635,Fair
0.13913335538389324,773,Very Good
0.2665524558325716,703,Good
0.8057333211449162,407,Very Poor
0.09545560806750895,797,Very Good
0.12816207245636102,780,Very Good
0.5453854330260286,550,Poor
0.16182064275450167,761,Very Good
0.6959530896628626,467,Very Poor
0.07166686722114128,811,Exceptional
0.0625441593767497,816,Exceptional
0.7299763618254191,449,Very Poor
0.4366666444259858,610,Fair
0.3870428055033215,637,Fair
0.7151587056460204,457,Very Poor
0.17509758728751298,754,Very Good
0.4324753600866398,612,Fair
0.07799340210205055,807,Exceptional
0.13892990706888758,774,Very Good
0.1632525622739034,760,Very Good
0.6573589041381925,488,Very Poor
0.18187342651658583,750,Very Good
0.19873995970329023,741,Very Good
0.07982478244385305,806,Exceptional
0.10034995797381625,795,Very Good
0.14043945336826597,773,Very Good
0.3294984095277656,669,Fair
0.07024846316496548,811,Exceptional
0.08305100621454498,804,Exceptional
0.31495086527393895,677,Good
0.1435016159742424,771,Very Good
0.419986007629919,619,Fair
0.16319370809567507,760,Very Good
0.48032266010705393,586,Fair
0.06976853222955204,812,Exceptional
0.14421406477345378,771,Very Good
0.25581518106205486,709,Good
0.0667034246432584,813,Exceptional
0.2876310640769587,692,Good
0.522080482126324,563,Poor
0.21455145462068326,732,Good
0.2145102811442903,732,Good
0.08674277116199078,802,Exceptional
0.21216690412730463,733,Good
0.06749885646451181,813,Exceptional
0.13403442385644818,776,Very Good
0.10050116213345946,795,Very Good
0.0668878984158154,813,Exceptional
0.11551755450526417,786,Very Good
0.7704122352598248,426,Very Poor
0.7416868394752322,442,Very Poor
0.7200210150226296,454,Very Poor
0.45754207813624276,598,Fair
0.1830006725896787,749,Very Good
0.1360269392719713,775,Very Good
0.13470497800240638,776,Very Good
0.10080062950214033,795,Very Good
0.07669694615391945,808,Exceptional
0.34452837597849745,661,Fair
0.2008864170542735,740,Good
0.13099983384443387,778,Very Good
0.05788739314533461,818,Exceptional
0.1489708304441243,768,Very Good
0.10322465714105938,793,Very Good
0.33130370323401864,668,Fair
0.26955212943958884,702,Good
0.6009194837287173,519,Poor
0.11602774664053764,786,Very Good
0.3759240577027776,643,Fair
0.1620414979882587,761,Very Good
0.2579513695488877,708,Good
0.15277082976642425,766,Very Good
0.0759724508949715,808,Exceptional
0.053650892741174884,820,Exceptional
0.1524343642313305,766,Very Good
0.1483822832384174,768,Very Good
0.4205484821933649,619,Fair
0.0860892688595533,803,Exceptional
0.6795192602550865,476,Very Poor
0.13551040797025876,775,Very Good
0.4012632779441228,629,Fair
0.05344366719274605,821,Exceptional
0.7204569942291794,454,Very Poor
0.08478193078643312,803,Exceptional
0.16199628659839996,761,Very Good
0.15498375794669417,765,Very Good
0.5453575683545194,550,Poor
0.15866694896461075,763,Very Good
0.15699236603863997,764,Very Good
0.12891970995355134,779,Very Good
0.3635288425291718,650,Fair
0.1837513642918593,749,Very Good
0.17910592139386858,751,Very Good
0.0873842903805688,802,Exceptional
0.10895544780465025,790,Very Good
0.12094530906931811,783,Very Good
0.21790609570522437,730,Good
0.28699396967695995,692,Good
0.1440024718728173,771,Very Good
0.13723047585512485,775,Very Good
0.10233213312669456,794,Very Good
0.06031304633999017,817,Exceptional
0.22935297553302444,724,Good
0.1745665286183764,754,Very Good
0.23060975670669823,723,Good
0.7217552509466756,453,Very Poor
0.36698318781764355,648,Fair
0.3721493465960801,645,Fair
0.6183316722148663,510,Poor
0.09405809867906825,798,Very Good
0.1454378395158489,770,Very Good
0.6957266794063399,467,Very Poor
0.10677017633778668,791,Very Good
0.09100134176169196,800,Very Good
0.0504761102810033,822,Exceptional
0.39841436503553546,631,Fair
0.07937816592911522,806,Exceptional
0.1436221795620994,771,Very Good
0.22086496569494687,729,Good
0.6046413804772104,517,Poor
0.31754213266663595,675,Good
0.1090498639942896,790,Very Good
0.4101259918836982,624,Fair
0.17694348280572114,753,Very Good
0.7027479385538874,463,Very Poor
0.15072788768895923,767,Very Good
0.10246089014071914,794,Very Good
0.08935717905869114,801,Exceptional
0.09651212285632917,797,Very Good
0.08427257029849387,804,Exceptional
0.07591016664002356,808,Exceptional
0.3279976731311432,670,Fair
0.15544023010134497,765,Very Good
0.13104631292545385,778,Very Good
0.24571283121688492,715,Good
0.5127267465852721,568,Poor
0.18511013333420626,748,Very Good
0.05507432282897602,820,Exceptional
0.08088459462119478,806,Exceptional
0.1356326917081769,775,Very Good
0.13354768367110614,777,Very Good
0.3549332068902691,655,Fair
0.13485952451026012,776,Very Good
0.10292843957420321,793,Very Good
0.062065404596510124,816,Exceptional
0.07216097924183988,810,Exceptional
0.158993859899859,763,Very Good
0.13128448529532877,778,Very Good
0.07571486958892668,808,Exceptional
0.11287283018887373,788,Very Good
0.6818260151643762,475,Very Poor
0.046747631257334936,824,Exceptional
0.13350613349340262,777,Very Good
0.21579683741372738,731,Good
0.07251357980993925,810,Exceptional
0.10659426382045441,791,Very Good
0.13926350073148008,773,Very Good
0.2830060724851745,694,Good
0.10401004561426334,793,Very Good
0.16940496745046565,757,Very Good
0.6597364654891422,487,Very Poor
0.08461322328665533,803,Exceptional
0.3514170922809805,657,Fair
0.5399309784515524,553,Poor
0.0719258035166657,810,Exceptional
0.32443840313973143,672,Good
0.11892364168371074,785,Very Good
0.39176435964531886,635,Fair
0.21005975821521278,734,Good
0.18660421920138034,747,Very Good
0.058558940535139686,818,Exceptional
0.1576763638364338,763,Very Good
0.06202053168260048,816,Exceptional
0.09332446061924567,799,Very Good
0.09664911147994408,797,Very Good
0.07451057672209904,809,Exceptional
0.0623226244068745,816,Exceptional
0.5881796926249707,527,Poor
0.05765570709737974,818,Exceptional
0.5878006383858569,527,Poor
0.08056161185460946,806,Exceptional
0.43735055577917564,609,Fair
0.35398408785006724,655,Fair
0.7935983637493027,414,Very Poor
0.2886749218891283,691,Good
0.2876697220459918,692,Good
0.11212802744861712,788,Very Good
0.16411609084663892,760,Very Good
0.08139941787435835,805,Exceptional
0.05466814652291531,820,Exceptional
0.13992663748736758,773,Very Good
0.13581351212761794,775,Very Good
0.18288760690924225,749,Very Good
0.13550373278992842,775,Very Good
0.2705696097228407,701,Good
0.10633302233340246,792,Very Good
0.116804033365459,786,Very Good
0.06591523500230954,814,Exceptional
0.18665174774110513,747,Very Good
0.7940924496660907,413,Very Poor
0.10111503836803121,794,Very Good
0.10776605433291558,791,Very Good
0.08779833755552637,802,Exceptional
0.30387953964321207,683,Good
0.37286083884192367,645,Fair
0.09642653300726263,797,Very Good
0.12120013296155496,783,Very Good
0.08958337801355366,801,Exceptional
0.22984947442463136,724,Good
0.621962332685825,508,Poor
0.35760567250301967,653,Fair
0.3602839271762928,652,Fair
0.05895461822025161,818,Exceptional
0.12833640453795253,779,Very Good
0.07720424106119965,808,Exceptional
0.0608313304873916,817,Exceptional
0.11027544158742567,789,Very Good
0.45263909202728697,601,Fair
0.7863087836021033,418,Very Poor
0.06714485119461505,813,Exceptional
0.7963884020959716,412,Very Poor
0.20523623391186802,737,Good
0.20320767450195812,738,Good
0.2909359509039924,690,Good
0.1350584844309686,776,Very Good
0.16123469144361424,761,Very Good
0.08329531081643869,804,Exceptional
0.07668805314966029,808,Exceptional
0.20318145217029196,738,Good
0.15039447771496298,767,Very Good
0.11321152295312656,788,Very Good
0.1266645332397267,780,Very Good
0.12139766602057958,783,Very Good
0.2715366018943242,701,Good
0.1556469169280751,764,Very Good
0.08375770163831539,804,Exceptional
0.10629199831321179,792,Very Good
0.12801508825541302,780,Very Good
0.14372462219881618,771,Very Good
0.10577375126644831,792,Very Good
0.1555251914435014,764,Very Good
0.08790082935761537,802,Exceptional
0.34038111469048377,663,Fair
0.4276600801528252,615,Fair
0.11035817023475696,789,Very Good
0.770518796799444,426,Very Poor
0.09958041954661447,795,Very Good
0.0732052477591252,810,Exceptional
0.05347976978824608,821,Exceptional
0.05768224075500843,818,Exceptional
0.07212424820245433,810,Exceptional
0.7218668467270778,453,Very Poor
0.07036288919977307,811,Exceptional
0.572839695031223,535,Poor
0.2977058240489424,686,Good
0.1508927141359198,767,Very Good
0.218627047322396,730,Good
0.13592983968507724,775,Very Good
0.43917928914807053,608,Fair
0.38586568193491505,638,Fair
0.7150416549782529,457,Very Poor
0.6606812015752228,487,Very Poor
0.0834682164254673,804,Exceptional
0.36246071445660355,651,Fair
0.1783632110825254,752,Very Good
0.11161359049637117,789,Very Good
0.20685864353223815,736,Good
0.5108943279798606,569,Poor
0.08375364341255863,804,Exceptional
0.0644238914637378,815,Exceptional
0.11191907012245887,788,Very Good
0.0913844129520504,800,Very Good
0.7263177227200176,451,Very Poor
0.1109168648308904,789,Very Good
0.2201972363117757,729,Good
0.09939924219216568,795,Very Good
0.07672359599725277,808,Exceptional
0.1352144644000598,776,Very Good
0.5820183568206823,530,Poor
0.10569788898276863,792,Very Good
0.17326119165975457,755,Very Good
0.40804221302321786,626,Fair
0.08793449916462208,802,Exceptional
0.0627881252195507,815,Exceptional
0.08592865435003431,803,Exceptional
0.07535891726645422,809,Exceptional
0.10777103523374415,791,Very Good
0.08341683218298736,804,Exceptional
0.16186984471995675,761,Very Good
0.06472800452781144,814,Exceptional
0.6884407871394786,471,Very Poor
0.07479645364114197,809,Exceptional
0.11281750056944892,788,Very Good
0.2527554103082272,711,Good
0.1995837428061929,740,Good
0.6842906991437965,474,Very Poor
0.09395194936889915,798,Very Good
0.08842886910493701,801,Exceptional
0.3916829492083001,635,Fair
0.060839781067232146,817,Exceptional
0.08104009213808118,805,Exceptional
0.5192568698032776,564,Poor
0.1771603285865518,753,Very Good
0.1859572163402548,748,Very Good
0.2053644843849094,737,Good
0.056024447653238614,819,Exceptional
0.1436894129290065,771,Very Good
0.07388760703384914,809,Exceptional
0.2095607501396704,735,Good
0.15387109271048355,765,Very Good
0.3857727480347203,638,Fair
0.7222737715904815,453,Very Poor
0.050911266664786015,822,Exceptional
0.10656983844462177,791,Very Good
0.7716407781805764,426,Very Poor
0.058239649591584765,818,Exceptional
0.13733720277524084,774,Very Good
0.711253993391444,459,Very Poor
0.1816895289005237,750,Very Good
0.12442926071907881,782,Very Good
0.13298900592816018,777,Very Good
0.11124378769607124,789,Very Good
0.10771160654012434,791,Very Good
0.0878449983177322,802,Exceptional
0.06467443522179914,814,Exceptional
0.07858166297357491,807,Exceptional
0.5019785571563639,574,Poor
0.234941995769544,721,Good
0.10686322485339923,791,Very Good
0.1666873921752417,758,Very Good
0.1012363213476542,794,Very Good
0.12734395987400954,780,Very Good
0.25892412313314267,708,Good
0.23730578105602804,719,Good
0.08255257122609203,805,Exceptional
0.11456978335361398,787,Very Good
0.05905042509379047,818,Exceptional
0.11237542993649056,788,Very Good
0.07752647753063192,807,Exceptional
0.04729186113862854,824,Exceptional
0.19424559697973007,743,Very Good
0.4591782599551416,597,Fair
0.6350396287942619,501,Poor
0.08214030648009901,805,Exceptional
0.07954044569780337,806,Exceptional
0.10331354956094203,793,Very Good
0.2325119504830893,722,Good
0.5202335397075256,564,Poor
0.13788134949702954,774,Very Good
0.09479400316261326,798,Very Good
0.1306342544637463,778,Very Good
0.0789205108060964,807,Exceptional
0.11137945831141131,789,Very Good
0.04825498568637229,823,Exceptional
0.05589965694932741,819,Exceptional
0.2960710769266606,687,Good
0.13476481875356255,776,Very Good
0.11555634957132538,786,Very Good
0.06795731952486989,813,Exceptional
0.050596157758512526,822,Exceptional
0.12996070800380047,779,Very Good
0.10088089598047653,795,Very Good
0.13212001225028988,777,Very Good
0.14498951289381634,770,Very Good
0.5398380198842377,553,Poor
0.13154991372350264,778,Very Good
0.12461559473752537,781,Very Good
0.1320195635191249,777,Very Good
0.23190402060359006,722,Good
0.29845683173618265,686,Good
0.28644614817631,692,Good
0.12555498342398663,781,Very Good
0.40489082819848177,627,Fair
0.1885277007494117,746,Very Good
0.49576463151064987,577,Poor
0.1542912678287552,765,Very Good
0.15651012242485862,764,Very Good
0.10312037767292986,793,Very Good
0.071705567849679,811,Exceptional
0.1920384295495506,744,Very Good
0.08394916169512219,804,Exceptional
0.15547439016239661,764,Very Good
0.680386412752741,476,Very Poor
0.1633556398281703,760,Very Good
0.06691410569592844,813,Exceptional
0.10621253312349475,792,Very Good
0.26845006058651577,702,Good
0.10023354809411879,795,Very Good
0.2533134349824596,711,Good
0.18302680225655168,749,Very Good
0.373756757445899,644,Fair
0.3378924696503121,664,Fair
0.5036430798703141,573,Poor
0.052615553941769824,821,Exceptional
0.08193713621086735,805,Exceptional
0.1269293054529457,780,Very Good
0.1917248944435056,745,Very Good
0.05111884422873469,822,Exceptional
0.1426055911563383,772,Very Good
0.2049387389010814,737,Good
0.12913248045561132,779,Very Good
0.28486350061289123,693,Good
0.21830135218506425,730,Good
0.06738429231262852,813,Exceptional
0.8096329674219455,405,Very Poor
0.24820201134714936,713,Good
0.11792766804418262,785,Very Good
0.15705396986207798,764,Very Good
0.1560872999048097,764,Very Good
0.4140741522871249,622,Fair
0.05816200999328346,818,Exceptional
0.17801172905063445,752,Very Good
0.07864694098231004,807,Exceptional
0.07913664190256094,806,Exceptional
0.10144837694957087,794,Very Good
0.06682218735012782,813,Exceptional
0.09246522175156043,799,Very Good
0.4493874909655929,603,Fair
0.7241044025995781,452,Very Poor
0.24951883397768027,713,Good
0.255244276188771,710,Good
0.11266332696722861,788,Very Good
0.17731797987866338,752,Very Good
0.4781224788272261,587,Fair
0.7692907648011392,427,Very Poor
0.09649438037805828,797,Very Good
0.13934321477604525,773,Very Good
0.12678556350367537,780,Very Good
0.12808193971868503,780,Very Good
0.14937398305396143,768,Very Good
0.47149260617109534,591,Fair
0.18602796654822956,748,Very Good
0.2076267462740076,736,Good
0.730792583337778,448,Very Poor
0.08669483258358451,802,Exceptional
0.0700815113058184,811,Exceptional
0.057599169400765884,818,Exceptional
0.3721493465960801,645,Fair
0.26416175196456165,705,Good
0.07324128920043306,810,Exceptional
0.08381341428088493,804,Exceptional
0.43101168728655265,613,Fair
0.07734261678070312,807,Exceptional
0.14721040337097394,769,Very Good
0.20762660414726344,736,Good
0.12925024884887165,779,Very Good
0.06342875634232573,815,Exceptional
0.08533809420839827,803,Exceptional
0.3636060879712868,650,Fair
0.1726530812825701,755,Very Good
0.0705236270809744,811,Exceptional
0.0852167554204386,803,Exceptional
0.16664966004518053,758,Very Good
0.2177994340067378,730,Good
0.05809904162757177,818,Exceptional
0.4815328067821567,585,Fair
0.07919373070833224,806,Exceptional
0.09365277782532859,798,Very Good
0.08366694692438408,804,Exceptional
0.1200499534199604,784,Very Good
0.07096261401969167,811,Exceptional
0.09466943800659564,798,Very Good
0.12906112311726084,779,Very Good
0.09839098750543782,796,Very Good
0.10416121074687652,793,Very Good
0.13788347567136341,774,Very Good
0.7050217006397675,462,Very Poor
0.0614985855425524,816,Exceptional
0.1853829239617281,748,Very Good
0.13608859051001815,775,Very Good
0.1369297298549665,775,Very Good
0.27839808152869405,697,Good
0.09729768075608858,796,Very Good
0.07608398200228086,808,Exceptional
0.10967858050516487,790,Very Good
0.18312990941441476,749,Very Good
0.2607212547021718,707,Good
0.3852793723129604,638,Fair
0.16231751370659475,761,Very Good
0.11943568324090663,784,Very Good
0.06477810153540711,814,Exceptional
0.05849785948191374,818,Exceptional
0.08080334170785484,806,Exceptional
0.132872148008445,777,Very Good
0.1147419024472407,787,Very Good
0.10412602351346803,793,Very Good
0.09856751717874813,796,Very Good
0.11741014502044664,785,Very Good
0.3731698420618031,645,Fair
0.6129517240001958,513,Poor
0.20941160808689518,735,Good
0.0643373163062783,815,Exceptional
0.27077804469466876,701,Good
0.07579267049158982,808,Exceptional
0.734947854570658,446,Very Poor
0.24495937606128174,715,Good
0.540142137064132,553,Poor
0.13865991897932897,774,Very Good
0.1766002561567992,753,Very Good
0.08743226347801407,802,Exceptional
0.18874941356854083,746,Very Good
0.06151070283536683,816,Exceptional
0.14609443642941997,770,Very Good
0.17498179880484904,754,Very Good
0.6290239508356905,504,Poor
0.45858480697522075,598,Fair
0.0644238914637378,815,Exceptional
0.21158011947170183,734,Good
0.06310551797949936,815,Exceptional
0.1380223213556507,774,Very Good
0.06665026413462267,813,Exceptional
0.06459343654754604,814,Exceptional
0.17169912080392571,756,Very Good
0.1273944249143722,780,Very Good
0.20046969628366598,740,Good
0.20353932357047422,738,Good
0.2807618040828735,696,Good
0.13972236809192212,773,Very Good
0.20149443888978558,739,Good
0.208350258580798,735,Good
0.10844185279316387,790,Very Good
0.22913555456709067,724,Good
0.21315566973902722,733,Good
0.1765508463463067,753,Very Good
0.30451663789163724,683,Good
0.08789507671124247,802,Exceptional
0.31193057896629245,678,Good
0.13037358800863091,778,Very Good
0.1345799501833823,776,Very Good
0.05411191440550496,820,Exceptional
0.06609062101341141,814,Exceptional
0.08354308869455285,804,Exceptional
0.10928501650538668,790,Very Good
0.06682218735012782,813,Exceptional
0.0511484816818058,822,Exceptional
0.24695485440384898,714,Good
0.226571852431411,725,Good
0.7237056377513265,452,Very Poor
0.10587278530496104,792,Very Good
0.7629997961625055,430,Very Poor
0.476018469860696,588,Fair
0.13434527207471347,776,Very Good
0.08767766637485942,802,Exceptional
0.16228629303320152,761,Very Good
0.1556098737728169,764,Very Good
0.17291021465176917,755,Very Good
0.08607527240090916,803,Exceptional
0.06761890865436355,813,Exceptional
0.06126298250756027,816,Exceptional
0.08839528037554707,801,Exceptional
0.2790302573261755,697,Good
0.06357152505475397,815,Exceptional
0.1155771470112366,786,Very Good
0.10592291748565907,792,Very Good
0.12855861422441822,779,Very Good
0.41391309195816867,622,Fair
0.10365258671416468,793,Very Good
0.22417091965733377,727,Good
0.1825961853645615,750,Very Good
0.47508895087120045,589,Fair
0.7747624744661181,424,Very Poor
0.6801813941116155,476,Very Poor
0.2283577716347992,724,Good
0.5929163033381414,524,Poor
0.7751821301235412,424,Very Poor
0.06332522598706192,815,Exceptional
0.7512120895734627,437,Very Poor
0.7749929748141451,424,Very Poor
0.07804603463958207,807,Exceptional
0.1188193836219043,785,Very Good
0.115844846525339,786,Very Good
0.08340382749072715,804,Exceptional
0.1460570907080737,770,Very Good
0.10657672889812536,791,Very Good
0.05586241186407506,819,Exceptional
0.07844636040731001,807,Exceptional
0.07536977099966183,809,Exceptional
0.23954848404240453,718,Good
0.08340922266916982,804,Exceptional
0.13258196528747657,777,Very Good
0.10820388975260387,790,Very Good
0.05858970115900995,818,Exceptional
0.3687190797786058,647,Fair
0.6021312059335409,519,Poor
0.2855979618308367,693,Good
0.07237286479167593,810,Exceptional
0.26746014956947217,703,Good
0.12086649780260572,784,Very Good
0.34224877295756706,662,Fair
0.0568257596632539,819,Exceptional
0.16942599328278987,757,Very Good
0.12702773387520633,780,Very Good
0.11681078044197486,786,Very Good
0.16688399501937792,758,Very Good
0.42150302771051557,618,Fair
0.5489900731114544,548,Poor
0.1408802250059297,773,Very Good
0.3414214093154273,662,Fair
0.5745306935766846,534,Poor
0.26405233963673136,705,Good
0.16971183811562973,757,Very Good
0.1420154341327144,772,Very Good
0.17460447952466945,754,Very Good
0.21443081417853546,732,Good
0.24117423639574534,717,Good
0.13702541731480947,775,Very Good
0.1440369122766808,771,Very Good
0.07373146911980051,809,Exceptional
0.11677144913647627,786,Very Good
0.346957678876213,659,Fair
0.08388404026556054,804,Exceptional
0.22147613990124787,728,Good
0.21588069865215848,731,Good
0.15147804425750325,767,Very Good
0.08748425113870549,802,Exceptional
0.35373882500393805,655,Fair
0.32673305888738585,670,Fair
0.07684404991522627,808,Exceptional
0.1258017957570214,781,Very Good
0.05551246818857353,819,Exceptional
0.4785527161205923,587,Fair
0.1109139214008611,789,Very Good
0.10920481054924913,790,Very Good
0.3317981412472233,668,Fair
0.20070606295852922,740,Good
0.08787028987057967,802,Exceptional
0.09948565743717865,795,Very Good
0.08116370881599314,805,Exceptional
0.05019925096230815,822,Exceptional
0.1041364494641258,793,Very Good
0.7329937621056367,447,Very Poor
0.06543088341443448,814,Exceptional
0.15514940587398568,765,Very Good
0.08206646981495637,805,Exceptional
0.21159242543912998,734,Good
0.06391615760291648,815,Exceptional
0.0730518796840296,810,Exceptional
0.13107909773695928,778,Very Good
0.12894076045632327,779,Very Good
0.4018633642118418,629,Fair
0.6187603510321482,510,Poor
0.19077337534282326,745,Very Good
0.5925626381091377,524,Poor
0.1302086282499877,778,Very Good
0.05574140147772701,819,Exceptional
0.1544868203757505,765,Very Good
0.0516593068742908,822,Exceptional
0.07690308431391571,808,Exceptional
0.4175788597400919,620,Fair
0.06313074720696153,815,Exceptional
0.16605642125297887,759,Very Good
0.33875796355095344,664,Fair
0.20591912944794447,737,Good
0.0552066497645389,820,Exceptional
0.2438029303256454,716,Good
0.08409761846632684,804,Exceptional
0.127064643326894,780,Very Good
0.08525437120394759,803,Exceptional
0.08293344179456368,804,Exceptional
0.1734399364180954,755,Very Good
0.1177941948669711,785,Very Good
0.0778521916665127,807,Exceptional
0.17933816517342108,751,Very Good
0.1765793971798106,753,Very Good
0.110116988091574,789,Very Good
0.22540159961196288,726,Good
0.3186129104656223,675,Good
0.07768980343459705,807,Exceptional
0.1968850031050273,742,Very Good
0.6396666322678238,498,Very Poor
0.21763782367994391,730,Good
0.2509768947013976,712,Good
0.31248032855227836,678,Good
0.7699920966978242,427,Very Poor
0.23291976470950868,722,Good
0.15068700775438304,767,Very Good
0.10224000378445743,794,Very Good
0.1360325607777702,775,Very Good
0.07962512032025923,806,Exceptional
0.08977280938447109,801,Exceptional
0.11538774115338665,787,Very Good
0.4478094470485723,604,Fair
0.20827134095519204,735,Good
0.11681319782821947,786,Very Good
0.20389034851355062,738,Good
0.13762438450675557,774,Very Good
0.10569377885217819,792,Very Good
0.28647493778432287,692,Good
0.10869987880658777,790,Very Good
0.750565824986843,437,Very Poor
0.06320015472084566,815,Exceptional
0.10646744986729652,791,Very Good
0.6151397141797577,512,Poor
0.1420876336355249,772,Very Good
0.10356417752861123,793,Very Good
0.07853707734753317,807,Exceptional
0.06093325923604841,816,Exceptional
0.23820805825717545,719,Good
0.45160184588839775,602,Fair
0.15551919263132924,764,Very Good
0.06420321987139962,815,Exceptional
0.18614749852549728,748,Very Good
0.05526474399604462,820,Exceptional
0.24292786888698342,716,Good
0.0702131243498565,811,Exceptional
0.5763624250544179,533,Poor
0.18580223222924022,748,Very Good
0.6460829210853476,495,Very Poor
0.27431042826778834,699,Good
0.11555339395383218,786,Very Good
0.11753048287459453,785,Very Good
0.22041039688569297,729,Good
0.26702353480226987,703,Good
0.2218205402980006,728,Good
0.1676450197618882,758,Very Good
0.1419668692458508,772,Very Good
0.17052498764202503,756,Very Good
0.45477602465059846,600,Fair
0.3127320573185264,678,Good
0.06517304726782229,814,Exceptional
0.11318804766473443,788,Very Good
0.12769423721519788,780,Very Good
0.5715325607814228,536,Poor
0.05384806292006627,820,Exceptional
0.10084638116629184,795,Very Good
0.17555740129845904,753,Very Good
0.1521992739025884,766,Very Good
0.7860613465925073,418,Very Poor
0.09785490605659244,796,Very Good
0.05797372181300159,818,Exceptional
0.4366666444259858,610,Fair
0.28766624852136685,692,Good
0.0829002714831121,804,Exceptional
0.10201858247048157,794,Very Good
0.24419705382800172,716,Good
0.08132316179196351,805,Exceptional
0.11218958581469428,788,Very Good
0.08074376840879102,806,Exceptional
0.6528158659686418,491,Very Poor
0.6330661259241834,502,Poor
0.28405211680173903,694,Good
0.41968537854270327,619,Fair
0.38432830736531187,639,Fair
0.19096990380980947,745,Very Good
0.08512061212323631,803,Exceptional
0.1083553314044144,790,Very Good
0.10379632084326049,793,Very Good
0.42859291697632373,614,Fair
0.7842518699782633,419,Very Poor
0.10878571468274051,790,Very Good
0.18124356873622555,750,Very Good
0.23646705824532943,720,Good
0.07266276902344354,810,Exceptional
0.7854588316268218,418,Very Poor
0.19010209373228112,745,Very Good
0.07024846316496548,811,Exceptional
0.18216299540880454,750,Very Good
0.09424237506276062,798,Very Good
0.08176334122921412,805,Exceptional
0.08772722440486284,802,Exceptional
0.10838407351473821,790,Very Good
0.16955417321107857,757,Very Good
0.10952026878091534,790,Very Good
0.08449451477002011,804,Exceptional
0.11564159064589842,786,Very Good
0.20849938155756365,735,Good
0.2912383636370492,690,Good
0.07024846316496548,811,Exceptional
0.09235597093300273,799,Very Good
0.1208127036151538,784,Very Good
0.7399772772799776,443,Very Poor
